latitude,longitude
40.719319,-74.00194
42.3900894299,-71.1220979691
52.5462956975229,4.92462158203125
52.2092897523492,6.1907958984375
-39.2088470577023,175.597229003906
53.1183448323864,5.811767578125
34.64691,-117.59902
51.1793429792893,-1.82905197143555
45.4341173285559,12.3335266113281
53.3881403729248,5.29266357421875
51.90958,5.73819
53.2816374080634,5.20751953125
50.51432,6.98659
54.24863,-4.52355
52.38912,4.5405
49.2765408083218,-123.124809265137
51.3580615731909,-2.28515625
47.1822459270149,6.4874267578125
41.3768085657023,2.021484375
62.5629830945031,11.414794921875
52.3688917060255,13.062744140625
52.2681573737682,-93.1640625
42.9081600719605,-8.54736328125
51.1795043968552,-1.82896614074707
47.0364385029941,12.5408935546875
36.2797072052402,-112.2802734375
23.0696243977083,-82.298583984375
51.481382896101,0.17578125
0.966750999766642,104.227294921875
-38.1863867741155,176.1767578125
48.7489453434329,2.548828125
-34.0890613158499,150.8642578125
40.713955826286,-73.8720703125
45.3675843688498,12.37060546875
44.5121761710711,-110.50048828125
52.8193630015979,6.405029296875
51.7236255150566,5.90652465820312
52.1764582009146,5.78636169433594
53.3374334371297,5.537109375
47.1486335113014,12.6617431640625
52.8027614154197,-117.8173828125
52.0592458901158,5.72113037109375
36.5626000373855,-117.1142578125
46.0298655364943,7.75634765625
-33.9643448199,18.9247226715
-33.9643003282054,18.924765586853
-33.925129700072,150.22705078125
-24.4871485631734,31.728515625
33.8704155509418,-115.878295898438
-39.6366292830602,177.076606750488
52.1050290950386,6.19285583496094
51.90494,5.52648
42.710696005695,-7.0147705078125
-13.4323665758137,132.47314453125
55.7521875157805,9.43124771118164
67.8941534134618,20.467529296875
35.6607133859,139.698822498
36.5978891330702,-79.1455078125
31.7428396920941,-95.6582057476044
50.7987472917832,4.97968196868896
38.88992,-77.00906
28.9216312824213,-82.265625
53.7484792308,-3.00147235394
33.44838,-112.07404
38.3605199425,-81.8397653103
52.42889,10.79
43.0535551771387,-2.17911243438721
33.9722951150756,-112.731227874756
33.9722951150756,-112.731227874756
-36.8109339401107,-73.0192565917969
40.9798980696201,-72.421875
29.1885846228522,-81.0524940490723
32.7206940672369,-97.3556041717529
48.3562490295,-123.640136719
40.4877256179806,-3.47544550895691
40.1652379595344,-74.9299764633179
50.51595,6.98796
42.8764672936602,-0.779514312744141
43.2989006369548,-1.972496509552
43.3073173971775,-2.01075553894043
-6.91966370877421,107.593338489532
52.052490476001,-2.4609375
51.8357775204525,3.8671875
70.612614238,-155.0390625
52.0868902170296,5.16992568969727
52.0828817957267,5.1251220703125
10.6875985219922,122.557983398438
46.7398605996927,-110.654296875
-28.9216312824213,-70.6640625
43.6063905284351,-72.9787874221802
1.24573428402501,103.824319839478
2.90024563861276,101.871907711029
-45.1200528415305,-73.54248046875
49.7879141832031,-119.518890380859
-12.0819915932471,-77.0471513271332
10.2787,123.88141
53.1599467885,-6.39404296875
53.1321222185254,23.1599950790405
52.0926121419849,5.1181697845459
53.1229807076,6.58458709717
39.71468,3.47073
32.4912302879476,-93.75732421875
43.474162158327,-80.5267810821533
28.4624852007828,-16.2647867202759
14.5410498981,120.9375
31.9708039304331,34.9365234375
41.9348488008809,12.4543762207031
45.6058717087638,-123.008852005005
43.4735276161806,-80.5292326211929
48.4146186175,-123.662109375
50.1064877276733,8.6572265625
37.3002752813443,127.08984375
37.7533440131066,-122.4755859375
13.5819209005458,120.9375
59.8889368967658,7.734375
61.7731228645315,24.609375
36.3151251474805,-120.9375
35.1738083179996,137.109375
27.2155562090297,-81.38671875
29.1725854266395,-81.0775566101074
33.7791473312865,-114.3896484375
50.0827008252294,14.417839050293
41.1538423571145,-8.602294921875
53.5207167489637,-1.527099609375
40.4469470596005,-99.140625
45.6276942930149,-75.9114074707031
46.5588603031172,-74.1796875
43.0886671154322,-77.6015424728394
35.8890500794,139.5703125
37.7854242888632,-122.393444627523
