videoId,title_sentiment,description_sentiment
X1eElTY8M40,0.4404,-0.8602
eD7kpZRGyGs,0,0.2732
h8BJTggtwW0,0,0.8642
UqeEKAdhY2I,0,0.2732
5G0DBXvoT-Q,-0.7925,0.2344
EITpvLPYUAo,-0.4019,0.8986
Jl1tR1lpeu8,-0.7303,0.8986
ZIqRhPc5Pzg,0,0
XfPNfJTpEmw,0,0
NF4fLroLIEQ,0,0.6849
giguneqH-SY,0.6597,0
M6YsZdVpDo8,0.4574,0.9559
D1S8cBjL_Rk,0,0.6696
lN55cFNKAv0,0.8805,0.9922
5xRA4RztFeQ,0,0.7531
qjwXWRB4OW0,-0.4767,0.6705
DDtl6ozK2Sk,0,0
uTl2FjRgEgQ,0,0.6093
v-iUHlVazKk,0.6369,0.9914
beYRwIdGnZ4,0,0.9829
qf7Idi-qt8g,0,-0.4137
r9Y8HEVvuWs,0,0
Oho9CmeSTRI,0,0
jNuVjxLVJ2I,0,0
ThoCd2O5Ors,0.0943,0.91
Ia9S31KH9Lc,0.2023,0.944
E6aW1Z9CzLk,0,0.8439
1b2pig_aJ_E,0,0.5574
4vJMTKtY4U8,0.4588,0.9664
pitdeBKCeLg,0,0
LZXWUUwzUOg,0,-0.6179
5eVtAAiaGq0,0,0
WdQfOnoMbbQ,0,0
-HYJCOtfSmg,0.4404,0.8105
bHIyD29PvC8,-0.7027,-0.2462
owYm9tvURZg,0,0.3907
tF-PviT_JDA,0,0.5719
nacctUewV1c,0.4404,0.5927
ZNhvddMnJx4,0.34,0.9757
QcWx7jUbXo0,0,0
FspB7y9evxc,0,0.9841
2T8PSQASxlQ,0,0
lWxTsnaDPZQ,0,0
Zg3Rjv1zWcY,0.5106,0.9002
uqQMv34R85A,0,0
tzc1rKgSBLA,0.9432,0.507
BrQurxTDOK8,0,0
LH_r_O1FGT0,0,0
XSdPe89K_7k,0,0
4P0TAGLwN-w,0,0
B9BLMNn0PrQ,0,0
zUGC12SLFkg,0,0
xyoTRsPrzAk,-0.3182,0.8959
52Q_acSpeKY,0.4588,0.9475
Ruz9syDXWOA,0,0
T1Knvv1MhNk,0.2732,0.9498
Y42FnSbzoHI,0,0.9438
3c58yinwXMI,0,0.9765
Um8Rbf-rZ3g,0.5913,0.9997
gpf8wtjA0T4,0,0
s-eH5uX3pTc,0,0
zdJ5UyEvcUM,0,0.8748
QKdQV2q5PRk,0,0.3182
txx1hoKOLYs,0,0.8951
IaXfUSWzevM,0,-0.2003
XjO1Y7ustkY,0.7579,0.9969
CbfZ0QT5jvA,0,0
Q72gBQG4KdQ,0,0.7906
4RHUQLxkTC8,0,0.8675
AW5Pqc5Tcy4,0,0.4767
3kU8qbfCb7s,0,0.9873
MtQZeMqR4zU,0,0.128
OFsmz9SpZHE,0,0
YSmYDKPfes4,0,0.9931
zk9u9pBLre4,0,0
3JNH90LGxUc,0,0.971
hvoagWSOw_Y,0.0258,-0.3252
hZsEMrL1-iI,0,0.971
4o01BCbaXW8,0,0.971
otXki_oOeMw,0,0.9825
OkCKApAAvDI,0,0.8777
ijSzknfRg1o,0.0772,0.4588
idzyAqle2nM,0,0.7003
qoS6_XWtqkQ,0,0
8YrAFLYmxks,-0.5574,0
zCLZL-RV1tY,0,0
lG77WK7yLi4,0,0
zKRe6jsoyZw,-0.4019,0.2355
MggWu3jraBw,0.3182,0.996
34w0NsVSwqE,0,0
4s3v10rpGkI,0,0.9571
_8Qo7Zj2k_M,0,0.9933
5dZ1oEfe4Vg,0.0772,0
VUsApjOEchI,0,0.8313
srqWUwAarG8,0,0.9337
FM8mh-3iGTg,0.7351,0.9897
w7SaUCE_f-Y,0,0
kYPVJ0AhCnE,0,0.9747
37Wwx0w55Fg,0,-0.296
IYVt83jZZ60,0.1779,0.9862
23JlyZCGg5k,0.6908,0
MPm2CQMybTk,0.4019,0
UY--l0mGINM,0,0
auYtcrdVtGU,0,0.9939
xgXFRBa2Dr0,0.4019,0
X0m14d4lpRA,0,0
P8wS43A7TO4,0,0.4815
ypQdXOAEHNo,0,0
PhBQjGKJjcs,0,0
OzTbX6ne6Ss,0,-0.6486
qvp5bB4eK3w,0,0
yp4Y0ysc0Rw,0,-0.918
Z7DohrI6iZc,-0.5423,0.347
VEmUsreUxck,0,0.5152
rcn7ihRWqUc,0.0688,0
WdHWI6BogDI,0.7125,0.93
LqMgBAuHh10,0,0.5859
orVlNoqTV_w,0,0.9931
xiKdsdpO3Qs,0,0
TPZnDVnNZ6E,0.4215,0.8301
byXgz1gOjAw,0.2263,0.9648
TTbkP1mSNcM,0,0.6808
JMdvKBogo_g,0,0.4939
Ksuv6mdhZOM,0,0.4404
x1pD4qnPRDQ,0,0
5dCbsOOey3M,0.3365,0.6679
hFCsHjiCUPQ,0,0.0572
BMayqiYUYks,0,0.7777
3w6aKRNnIow,0,0
0RV7tKzey3o,0,0
GZM4iVK7En0,0.3612,0
y8f7KwDT_4k,0,0
7dgXBfePNdc,0,0
agKCgoSgYrQ,0,0
h7ASrKhcZOE,0,0
Fu5v1dttDPU,0.2023,0
5PC4GhhEA7k,0.3612,0
tLOzhlYa6dU,0.7184,0.9759
QNYcCT8KBh8,0,0
C84WM9wSrac,0,0.2244
PL4jbcqZkeA,0,0.9965
aw4B5CAe0WY,0,0.8532
qe18DbUx2EY,0,0
jDUGZCy4uwo,0,0.9689
qfHdEu3k9ZM,0,0
MLxk4k01ewU,0,0
yRS9rOB6h3I,0,0
5wRJGSJD7iE,0,0
MWASeaYuHZo,0.5994,0.9939
H4kP-7f3jRw,0.4404,0.994
rRXzTOTgB8k,0,0
0JUN9aDxVmI,0.25,-0.1027
LD_OPAp8cqk,0.765,0.9634
EK59cYfvCwQ,0.5229,0.3612
z7o58Rnn2RE,0,0
opkJouwWsJ4,0,0.4675
7To1RQHwsv8,0.2023,0.1531
fw9YFVbN7L0,0,0
UUueHQ4bNf0,0,-0.9042
oO4FxgzGbxw,0,0.9714
Kkt7OI_DHjY,0.6369,0.4019
6g3zRBgUOcY,0,0.8105
jbyckzTP92c,0,0
UDCRFZtC_8A,0.5719,-0.4039
_zF5iIgDIXE,0,0
HooZR7pswbk,-0.4215,0.9564
LPmclUWF8XE,0.5994,0.7243
6MLeME9PieI,0,0.4696
O40K2FluTUA,-0.3182,-0.6597
jZF_CMDFXww,0.2342,-0.6835
uplzNEEagrI,0,0.9578
PiYtoRaYOCU,0,-0.6246
oZ94DrLGi0I,-0.4767,0.998
Sfx6xedwtEw,0,0
ee1Hr2xBBWE,0,0
snqPP9_AXM8,0,-0.6908
CgPYpopkWGk,0,0.9183
ECkEnf-YDvA,0,0.9652
IJiPo4oGbTk,0,0.8007
ohpzt6GKZBs,0,0.8525
ZR_Ou01WsK0,0,0
_p2PinbePr8,-0.8316,-0.9661
EAbfDqRMArc,0.4404,0
EylG_n7KL-k,0.4939,0.9837
ms5a1qkxTxQ,-0.4404,0.9183
r6jYZHhDdxc,0,0
ZrxjmULA9Ug,0,0
bIwRLWnP_p8,0.4199,0.9903
HoC8Sawr1wA,0.6841,0.97
L7CdHnuR4pE,0,0
455LS_htYww,0,0.8879
jqHRE5zA65I,0.4588,0.9183
XC5RS1InDBE,0,0
hEbmG_PaNiw,0,0.7351
WIhtaT00q3w,0.4404,0.9808
HgdGoI0azmc,0,0.8621
mxnUO_0mmHs,0,0.2732
BIS4Wi6zbqo,0,0.7506
5XjWX68jvks,0,0.9688
bCBSBnbKWac,-0.5994,-0.7184
E00IyiKPAts,0.5267,-0.656
WdwBaRATy_c,0,-0.745
PC9zM_QXcSQ,-0.5574,0.8316
rRJg84qBabI,0.6249,0.8541
5jGoBCsTkFk,0.2023,0.2023
TKyxoeSZRYU,0.4019,0.6696
NEmBv8tMPDM,0.3818,0.9988
m2xrXivdtJA,0.2444,0.5538
Sv9WzXekSiw,0,0.5423
oGXISaqRC_k,-0.0516,0.9982
CShBYdUtSqI,-0.4767,0
YYlx2-ZfRGM,0,0
Ibi23HbTMXU,-0.0516,0.9637
9jhjbp-d0cM,0,0.6908
l4g4YXYf2ts,0,0.9313
uy-TKYBjG8c,0.34,0
_WVH0oQ2rko,0,0
fVNYRe3KWSw,0,0.9341
KBr391PThuY,0,0.8504
1zSENsXRnZw,0,0
tSdudfIEFFs,0,0.4215
BVQSr8NpjrU,-0.4939,0.7277
NGqAYmXrsl0,0,0
Be7tzLWQBC8,-0.8074,0.1531
FFwdopqvAIg,0,-0.4215
m8-tsi9AfoA,0,0.4019
aiRc7kV9zWA,0,-0.9361
fIEgB8Nwfv0,0,0.9879
HLC-RUGBTUk,0,0
hTzhTlrNBfw,0,0.8979
m4W0pH8zSPY,0.3818,0.7783
gfPpzIHBlBw,0,0.993
jmbzw6cMaSE,0.296,0.3612
1CFtPtNGLY4,0,0.3182
UZKojjP-J88,0,0.9756
UAR-p8kv50g,0.5719,0.807
c3hGN6XJmYM,0.4019,0.7665
ddL0Q0sz7Q8,0,0.8519
p2TUbT4m9sw,-0.4019,0.127
-2y-3B34xcc,0.4767,0.5722
G5WWeNSqzEo,0.4404,-0.1901
G2T3FvcUuVI,0.6908,0.6908
4u5kbG3RyuA,0,-0.5267
6VMBGRBzRc0,-0.4215,0.9422
GgK8rgv9aRM,0.5267,0.5267
tDmD2EPjRCo,0,0
IUvlMxFryEQ,0,0
pYa9f8CyIdA,0,0.9924
Ln-vfWpZaqY,0,0.4902
QedbAWwl_hQ,0,0
d4BgU-3bFBs,-0.3182,-0.9022
gHOa9fyC9Tw,-0.3182,-0.9022
PojdI2shbaI,0,0.8384
XUgoCqbVt5I,0,0
SJwDSD4LMbo,0,0.998
d2j9AHjKOMY,0,0.9741
uIu_pCAojVE,0,-0.6369
euPnTZLwuQQ,0,0.6663
8oDhmt-LdnQ,0,0.6705
CcO9L07DFvY,-0.4939,0.9222
IYEhe3YgaKQ,0.5106,0.9002
zDNWz0UbB68,0.5267,0
rphi7IEpV6o,0.7269,0.8658
w_M_9T-_qM0,0,0.9802
sGIgKN2XjZ8,0,0.9264
JmMJ8kSm6vk,0.7964,0.8698
_upx88WSkiI,0,0
D6Dhc7BB43Q,-0.128,0.1531
gW19gl2jJAw,0.5106,0.9679
7d2mSIXDP2w,0.4404,0.6344
NVbH1BVXywY,-0.1531,0.9919
EdxnL5Lf8wY,0,0
dYBhBTpfRwk,0,0.3182
ZEbQupe1VPM,0.0258,0.8826
Z12jPO1Oclw,-0.6588,0.8661
U_4L-cBP3Os,0,0.9901
i6LwJSSBgBM,0,0.9903
KWlHrGph9Vw,0,0.9813
8Pnru0DsIZ8,0,0.9571
gYd2RpUx6Uc,0.3382,0.9979
W_wFwpRYldM,0,0.9867
72DI5RK2yaE,0,0.7154
ZaMopKjxqCM,0,0.7154
mTi4esFkvNQ,0,0.3182
K6FrvZJ975w,0,0.3182
LJt_PP-m4xU,0,0
kzoiG9FPew0,0,0
nYj0s9_evcA,0.8519,0.98
hSdlVVlCAYE,0,0.6689
H5pRYuI3etc,0.6249,0.7303
PwNbomW-pYI,-0.296,0.9723
ve-ZgVPUyyQ,0.3182,0.9579
UNkAMzaWDuU,0,0.979
BL8oPc4FBr8,0,-0.4184
1YnUr-QlROg,0,-0.1759
Pkc_OID_T9g,0.34,0.9042
tSwy8RPFjIM,0.34,0.5106
ve3XosGm_GM,0,0.8875
dQok9v69Di0,0,0.8875
dJP9V8qKsW0,0,0.8875
QpWOrYal4Gc,0.6476,0.8875
NwF6MavwczU,0.5719,0.8875
S5ohhE0rObk,0,0
V-wdPxmpyFE,0.8415,0.9733
mikZ4ii7f0I,0,0.9098
iMevFVZUN2Y,0,-0.5994
gCOgza-HIf8,0,0
CyO36kBjDTA,0,0.9733
YrHpe5Z93wM,-0.7925,0.9496
r7CzF1funyk,0,0
DsrIo6w0GK4,0,0.9556
tcyj-_IEWt8,0.3102,0.743
toaK9BVcXdw,-0.25,0.8756
kzqXy5xGwEM,0,0
yyMpd3a7aic,0.25,0.9892
tdjoxvwBt5A,0,0
7acB0WD43V0,0.34,0
EELiINVs02E,0.4019,0
LlndJ_x1fKo,0.4019,0
DkX6xHCda8k,0,0
g922AHSRIcw,0,0
CpaOaV1jC7A,0.0516,0
PBFJ5aWQ600,0.4019,0
SM4D45JCmvA,0,0.6562
JhH45NIoG74,0,0.5023
bA9k2E0FsTE,0,0.9975
E8bkxImU_MI,0.1531,0.9183
ZbREpZ1kGEs,0,0
yUJeJgR0pMc,0,-0.296
Xcj6s-8Eb8E,-0.1531,0.1779
MTdj2Tl3dkI,0,0.6239
6Gfdm2E1XZY,0,0
zRXuCY7tRgk,0.5994,0.9686
6GTTl5y_IaE,0.34,0.6369
K8R7zjJMIfU,0,0.9866
wUEnudwC87I,0,0.8979
Ju7jSEBWtQg,0.4278,0.8885
bg5eF4Ld-Fw,0,0.3744
jLVOGLseiqk,0,0
H2f7NWgYKFI,0.4588,0.4588
b35ZURCh7XQ,0,0
rEj89snlRu4,0,0.7777
i3KHMJFVhc0,-0.6597,0.8186
ABR4BNfJQRw,0,-0.636
WkgvHB8YKUA,0.1531,0.9183
79iXsbNpwDE,0.8689,0.9451
K80dOcwk3bw,0.4215,0.2263
7uhWJATdXMA,0,0.5719
a5vvwg48iNE,0,0.3182
k8GFHROxKWc,0,0.9871
N7gNt5Ns9Fk,0,0.9979
Gh8zGBtN3xA,0,0.732
0ZD5-DEzb6M,0.1027,0.9042
99L1hXe6f5Y,0,0.3818
P1dmilMs4HY,0,0
6YclrF7wXsc,0,0.9896
8RiwCFOq3X4,-0.626,0.9328
oldBCX3YwtI,0,0
lY2yjAdbvdQ,0.6808,0.6808
EB-wxKVu788,-0.5319,-0.9303
86__vvhi-64,0,0.6166
ijFDy32faoQ,0,-0.1984
0PuGYG3rysU,0,0
1A6NlkeFn20,0,0.9784
bc7JCxUlHOU,-0.34,-0.9759
Je5lKH5fknU,0.8316,0
EzKsL6SE8F8,0,0
psFdYSBhy1g,0,0.9923
_oNIwG2zTRo,0.6369,0
qgfVaWJpues,0,0
MMKhX28R_SU,0,0
50Uf_T12OGY,0,0.9268
wZOcY6L3cSA,0,0.6478
xHYgvUvsSHk,0,-0.5145
gTrKk2Zv40s,0.2263,-0.5803
WWKthV7eVps,-0.6249,0.9252
fxsCrkRefmg,0,0.6874
3mkE-qhfv-s,0,0
CKkXQTcgBUE,0,0.9599
gYssG_npW70,0,0
k8bbaEvUnb4,0,-0.5267
yhjhFSKAQsU,0.2023,0.9799
p0WZWQ7EZzM,0,0
3uP07fgNUCM,-0.3818,0.7303
SatCnalAE90,0,0.4019
lr9XnMHYBu4,0.5267,0.9746
r_OyMjfJIPk,0,0
iVFKePIKP14,0,0.8885
Dd8OqrsDXjM,0.0258,0.0258
6eHzWhb19X0,0.6932,0.6115
krlPUIQyohE,0,0.9882
EyXKC7BKwIk,0,-0.8962
YmVnt5GeJIY,-0.3182,-0.5707
mTjD1KBTPsA,0.3182,0
QyVP7hKYVPs,0.7243,0.9982
9YVNBqZDcO0,0.296,0.8689
dvpqAEF3js0,0,0.9183
SGYsxBtxmjw,0.2023,0.8658
i9Z4B3BRoPs,0.1511,0.9772
7SYufghJLQA,-0.4588,-0.2163
8TOoks9yMXc,0,0
TrwftxGMV_o,0,0
YmMVyMDk660,0,0.9443
FBDNoNcDYvY,0.4215,0.9093
mQ9DpqzZXIs,0.4588,0
CcIQlm1BAYY,0,0.3147
V0Ll64U-FuY,0,0.7345
rlnEdfaEOhk,0,-0.6808
RKTUgs8zI78,0,0.2023
yqdWaWAlZ0s,0,0.5696
2FEBtfUaVxg,0,-0.0644
0LCuecUus58,-0.3182,0.8369
sKPIdDK1nUY,0,0
IPeM6EkkxXY,0,0.5175
uNT4d_wVsVE,0,0.6705
2hDV3pbJvyc,0,0.9594
KEMVZeZa1xg,-0.6706,0.9438
iW-rg-8Ggec,0,-0.296
MvMFUaT7V7Y,0,0.2824
ki65OCftJqg,0,0.9942
owotS1VKCI0,0,0
GaPbJrJ767c,-0.7096,0.8257
p-YGpK2cVrI,0,-0.4184
6tCtfNfkF-Y,0,0.1027
_VW4E5Ia56w,0,0.9323
r-KbQp2eQHQ,-0.4981,-0.9565
SiFBFWythHI,0,0
gH1WkN-G2Qg,0,0
ZQFw5YiBQ4w,0.3818,0.3818
OU1NHlBMSXs,0,0
FR2FLxPcmq0,0,0
HFuDzm2tEeQ,0,0
Z5w4aCxOdTQ,-0.4003,0.8331
wpQMxhypksA,0,0
XDmoZWiW9bg,0.3612,0.7332
ZvGWBQdN8xk,0.4019,0.7351
ep7dLUDxAtU,0,0.9401
NYaNnr2v9mU,0,0.9879
KzntZpv3CS8,0,0
3wHIcYvgFpA,0,0.926
s69FR4Eol5M,0,0
sHtEThAc4hE,0,0.9923
KcaQVLpD6Ys,0,0
skMM_sfCW0s,0,0.9092
Nz6u89__beM,0.7351,0.6369
1EzDG_nbZr0,0.8225,0
5f6911sqH5k,0.4019,0.8689
bPYGZpgV8Bc,0,-0.9462
YaKR4UfJ0K8,0.34,0.9274
p3pOCG1ZWec,0,0
XbkbgxsZexY,0.7964,0.7964
l_RIvr19Sng,0.9313,0.5719
eNZJtY3h05k,0.5106,0
MAdth2439Io,0,0
2Wm9zxzB-qE,0,0.5719
NlNIrMcTZv8,0,0.5514
YultiTZNNFY,0,-0.2732
ElUCRhz1hS8,-0.3182,-0.9022
CwR3chrDskY,0,0
gzZ43IEJ8S0,-0.4767,0.6597
DoYkEwDzm7c,0,0
Tqp8t6LPFqY,0,0.5374
GBO5K_cM66A,0.2023,0.7351
oqsmCXSg9vw,0,0.9775
YIysbJktIwE,0.4404,0.4404
JCGsqv5WzDY,0,0
cW8MlD_o94s,0,0.9946
7gY9wgyCT5k,0,-0.1779
uUtiF5WGW-s,0,0.3182
36dVHUv81pg,0,0.3182
YUZkVyhowOw,0,0.9255
I6tYrMjs9rU,0.2023,0.9638
39Tr3pPu5uE,0,0
WFej7_9kIY0,0,0
zzKalgukCGE,0.3818,0.7351
0YxJCT4sufM,0.8613,0.4404
zBwA4O0DLDw,0,0
29KhwulD9jI,0,0
wXsD_MlsGfg,0,0.5951
77sj-pPnN2o,0,0.2023
vr6TcTFAcmg,-0.4767,-0.4767
35PQ6vihlKs,0,0.9603
E3yijrU18YA,0,0.9766
WEMJIPWSWHw,0,0
cEHCzurGq8A,0,0.7717
qQEa3Ie5vI0,0.5719,-0.1978
JCLHygOwsfI,0,0.8971
a3FVAvnhJFw,0,0.9144
-DKvrcr1eEU,-0.296,0.87
Wf39bb1Smbw,0,0.9716
e_O7lY3SXw0,0,0.9934
mTXFkENiPo0,0,0.7003
_98rpIm5EGU,0,0.2023
9RVKBFF4rEY,0,0.3612
V665iMfqlB8,0,0
vH3m0lx122Q,0,0.5719
Rl22caUj-oo,-0.5994,0.5255
1XWIe4eV66c,0.4404,0.9769
dCt3OSABoAo,0.3446,0.9963
8-mYG57NVWY,0,0.9476
qcgxBTrmIhU,-0.1531,-0.4939
n-NzU46XiaM,0,0
NFkk4QXvFTs,0,0.6504
jZkR9tT5Ev0,0,0
njcN1MWs02w,0.6597,0.9922
1EO8wNLI8Rs,0,0.3182
tzTPCZuLxRE,0.7184,0.8398
OXt6iOm5I0s,0,0
dzKa-S1jbQE,0.4389,0.9713
sZRdHATEWl0,0,0
ACul6ywKHuA,0,0
jD0asf_uxKA,0.5423,0.636
lbLzsz0y1fw,0,0
YfqnSe3jqpM,0,0
CfUz0wIKr90,0,0.743
sBosiW90j6Y,0,0
92aMDDqyjbI,0,0.8402
NaZoMYlBXvM,0,0.6072
-kJxGlWihEo,0,-0.2732
Xr0vVc6JnW0,0,0
hA-zPWLFg70,0,0.9735
JCaZUrhrc8k,0.0516,0.9774
2dmzgzRgbfo,0,0.9534
2eALX_yMI10,0,0
q2ZW-Y_3wT4,0,0
fPxb0B2-V9c,0,0.8484
gPjamvAM8IQ,0,0.2998
QfZdSU4kcMQ,0.3612,-0.5337
IUPo4Tw24wg,0,0.4466
_kV0-5Y3Kpk,0,0.9838
kVzpHTYZ9_M,0.5859,0.3566
DNBVXG47lW4,0,0.5859
2vf_A_s2lG8,0,-0.1779
BXEIdBxBPB0,0.4404,0.8967
EFpGndwMiCQ,0,0.5106
L2oOhVaEhHo,0,0.6808
UBsz0BwvgcM,0,0.3584
xPDFA-IJazs,0,0.624
E5iGgpvsaNM,0.5562,0.8089
y95iU1giL24,0.0085,0.7609
nWK-H9kGQxc,-0.4019,0.8955
cSIfP2ugomE,0,0.9951
8w9qbdqr1L8,-0.5319,0.9386
Y5HR0xgPHwc,0,0
Fw_uhsrb5EM,-0.2263,0.5972
Z3uabO3cajo,0,0.9209
gEjSZaeMKcw,0.4019,0.7964
qdla4y24S28,0,0.2023
Qjexh8EdpNA,0,0.9183
0oyiDj6DsFU,0,0.4927
pMk_vJhcgY4,0.34,0.836
T5VNGEx1EeA,0,0.7717
jEdomiEWAa4,0.4824,-0.2732
FJTl-lOwfHI,0.6124,0
ZN5BQHxqIPI,0,0
nx20HHFyTsI,0,0
7U-RbOKanYs,0,0.1779
pueY1EZmWjk,0,0
_nXEYnxtluM,0.6037,0
WPJJbhcbqWg,-0.6908,0.8684
f5hrfLXcjjA,-0.34,0.991
tCzzg0pl2Yk,0,0.362
4imTktsNtjU,0,0
xilZD-G7Jp8,-0.4421,0.9416
x78wZJMDNC0,0,0.4019
nCLIvzu5dSI,0,0.4588
F0S86NBj5Y8,0,0.6808
pEx9yAZaJsQ,0,0.3182
S0kht3mdSYU,0.4939,0.9967
HwiqfnSD8sY,0,0.8879
wn4tDwHqHhs,0,0.9628
xzeFptakers,0,0.4883
Go0ePTTe5tA,0,0
AN1q1RSuYk8,0,0.9788
EgzxWMNHCas,0.4404,0
M3Zm7w648vQ,0,0.9274
e1ksqQQ51h0,-0.3612,-0.8842
QW7jpXrI_aY,0,0.9266
co-CyIIre40,-0.6808,-0.8748
WbR8Gpil05Q,0.854,0.9901
--k1N0LhaVc,0,0.3939
olq3_We5tqQ,0,0.8941
kDnn30R--wE,0,0.7269
Of-DG31_Z4w,0,0.5262
1x2QyTlYgUM,0.3612,0.9989
DTHuUn1AmMI,0.8331,0.9476
2FfLdeukZEE,0.5994,0.9914
pjkpky3daW8,0.3182,0.3182
Kemc9Aksm_o,0,0
MA9BhxGwGMs,0,0.9908
kI_RRQv6wKk,0.4404,0.6988
uez4hjYiQQM,0,0.6988
b5JH_0LOvcM,0,0.8779
C3v8ZUgvp0U,0,0
p1qg5aYRgKY,0,0.9348
UIcaRa5MRw4,0,0
nYRTe4Dn0LQ,0,0.2942
pidUrSw9T0A,0.6739,0.5859
Gy85aZaYL1A,0.4215,0.8516
7tZRcrQOVvw,0.5106,-0.6908
oi7RFYq4dJI,0,0.6331
Isrgm0bIdsE,0,0.9767
8AJa8uM84iI,0.1027,-0.1986
711vKqGcjmw,-0.7065,-0.9924
BQimULuLvOc,0,0
YMtsMHFHnBg,0,-0.6989
7r08KCK_kjE,0,0.7865
rgK08an_yDQ,0,0
-_DEKtqPjoQ,0,0.3182
Xn0In_mJGuE,0,0.9109
Sr61JmsBSGU,0,0.6458
f_F8oTvrwaY,0,0.4939
FPc_SBgaY2M,0,0.9973
OxG_S0Q-bAg,0.4404,0.9899
iMhFQnHsLlY,-0.6808,-0.7925
4-OcbgHnhow,0,0
DQf36hOPyGk,0,0
P8C9G-vIeBM,0.6369,0.891
8Zk8eEMQXT4,0.5106,0.997
0h6f5UtsWf8,0.8176,0.9865
gyqsldTW3SM,-0.4648,-0.6283
KmNoNP3xY7U,0,-0.4767
Rce5cFunQPY,0,0.9637
IjOLSZySmzY,0,0
Hmg0KdkKK0s,-0.4588,-0.999
iiEF-SKUiIM,0,-0.1951
zPtR0lCKF8E,0,0.4696
hdThNznR8do,-0.5574,0.4215
QwE5lNrLQ5M,0,0.3076
rhrN2o30Y5Y,0,0.87
hTBQuOjjdlY,0,0.9514
fQtJ3R8_LWA,0,0.9837
VRx4M-vHHuA,0,0
Gu40gdiY1lI,0,-0.4184
M25pVfE1WOo,-0.34,-0.4828
JTD4nvRmtxs,0,0
9yQQkOVaQyI,-0.296,-0.296
VLjKVexIjB0,0,0
NJsXyIUSW7w,0,0
dTpG6CwR5XI,0,0.9796
VscC4A1stBU,0,0
vGCycLETLrs,0.5574,0
e0NNGLEmI-8,0.3818,0
J-NzxFzozB8,0,-0.3328
JTemt9wvz7I,0,0.6037
7xUk1F7dyvI,0,0
Q2xMRebMTI4,0,0.3612
YRMxwldFYNs,-0.5106,-0.846
jvV_RSFKuiI,0,0.8602
AoUYVXlQ3ko,0.2732,0.9714
eYKUmG1VVwU,-0.3182,0.8415
RbqY1mRuhuo,0,0
xi1AGyeWH2A,0,0.7456
g7yF9sTQCCo,0,0
1qOqclu_V9s,0,0.4345
JwjbhjX3exw,0,0.4327
nQAAeALSWOA,0,0.9611
ZsH64l-UlN8,0,0.4495
LRcvcmDY8dE,-0.4019,0.6289
xPwCMdlBEA8,-0.296,0.4084
j3LwzdYlHzw,0,0.9221
7S5VH5uepIE,0.4404,0.9191
9qhGr1gT3GY,-0.5106,-0.3954
9aNsmhDEjyA,0,0.1613
Q0HEalqLl-0,0,-0.1817
DyDC36fuwLM,0,0.8567
4sW4_7k_80E,0,0.7925
gPL5T-tWQKI,0,0.8018
NLkCZR-DMcE,-0.4404,0.5742
TxiN4H_9USE,0,0.2103
MAcFWEQd_LU,0.4767,0.9404
3UxPb-55dQg,-0.5106,-0.3557
_UkW98I4oAU,0.296,0.9541
oQ3Q9V71-Fo,0,0.9468
4W48WhPCVZY,0,0.9862
NjODixwZHQ8,0,-0.6808
PQkLD9aE09E,0,-0.717
pFYXXA_3Gc4,0,0.7125
vJFXOOCLGl8,0.2023,0.9802
7ctDTLeawaY,0,0.0772
h4sM9KdovOA,0.5994,0.9802
ufyUKfdQHiM,0,0.9569
RW5eveiRq2w,0.5994,0.9802
dFy11zDyfsM,0,0.9846
seNjZ57eRcc,0,0.8134
GuEfd3yXd3w,0,0.9071
vEYSUiUe8Qk,0,0.911
9iAerhwd7VY,0.4767,0.9306
ac8v0WsJpZs,0,0.4019
MjMfoOXtpvM,0,-0.9649
WSorLlI3_PA,0,0
QTqdrYkWQyk,0,0.9308
NtpsAW79iz0,0,0
j2v1qEPPc9g,0,0
9xqHvVjQH2Q,0,0.784
tP9xlkw6hiE,0,0.6124
rZ7nW5CyqHM,0,0.9926
MgPlkKe0vfU,0,0.9465
57a5tILB-2A,0,0.9808
NgXpczilisU,0.6369,-0.9561
E8iQebo3Uek,0,0
l3rn6OvQWv0,0,0.9274
QjCWRwAHr0s,0,0.2003
mEzRQYDVD_4,0,0.4559
HIvGfPWsjZY,0,0.9709
i6Qoi-b5NWI,0,0
9ZZy594n9hY,0,0.9457
j3rwKl267gE,0.5859,0.7351
yusfHBrYxLc,0,0.5106
1V0PwJ0s7DM,-0.5994,-0.9547
oHAiC9suwqY,0.7125,0.87
ZUpDzxMLFsU,0,0.9432
S-dbSHYn0ro,0.743,0.9982
cyKZXbxx2lc,0,0
Ezsb5afVXQQ,0,0.3612
TPgWbrHdnKE,0,0.3182
ZvDR4KiQLyo,0,0.6486
yAbhFYwmwag,0,0.3182
d3X7tRGWejQ,0,0.9874
qCOWO-W_XFc,0,0
r1q0gDf-fls,0,0.2023
YzRD451fmic,0.3182,0.3182
lOzmG6s01XQ,0,0.6209
pkekIymCj-Q,0,0
aJKAmxkBEqI,0,0
Fj-rIQu8xWM,0,0.7783
5Topj2c6Kr8,0,0.796
P0QuHTUvP3o,-0.5106,0.9864
wlbXbmYya1w,-0.0516,0.9956
fJw4uSOeCnM,0.7378,0.8425
tx8ZqZtjyT4,0,0
jB2kI9Xi8ZU,0.4404,-0.1216
xay8g-gTdGY,0,0.6876
Gl46HRT22KE,0,0.6486
