channelId,channel_commentCount,channel_viewCount,channel_videoCount,channel_subscriberCount
UC1-34EUxbl81v02EXowfoyg,2,69850185,432,288494
UCf_67twWOb9eYH-HX562r6A,0,14495476,659,41893
UCEz-BeW7JIi1xXbVoLoM-fw,0,986639,41,5030
UCYyWrpcVU2PZlLohFaYOZUw,72,6287080,1079,54139
UCv9bGVvWB4BUu98AYgsBU5Q,3,32596402,1045,97721
UC9Qt6syysPOV80nPzFhncOA,0,6163664,1450,9303
UCYm4JNqM19wRu71fzn0chKw,0,92,4,0
UCM4nHRWzIYhwzEk1jMMCu9w,0,40218,221,444
UCNi-t1TiFCQB-IAnrKWDnZw,0,15705406,2,29707
UCCKuMvtOJwsgxUhgJXNOXWw,0,599360,139,1864
UC5o9ETPIHhjAIf30TX0Yg3g,0,2630561,188,9973
UCaCwP6j9GMl8dGHbkttxpWQ,0,6262,17,4
UCKmw8ZXaeYjlk07ZCs1frpQ,0,169368,368,3271
UCQ7qlkMqLL6wmmcvy9uhPmw,6,165544892,546,193170
UCsN8M73DMWa8SPp5o_0IAQQ,2157,842115548,768,5611393
UChbV7GOWui74FJoHLCLwVSw,0,44229264,64,160575
UCwdo8-3UrfZ9scHPl0m4Ysg,0,136952351,137,773304
UCjB_adDAIxOL8GA4Y4OCt8g,10,996486367,2417,2664849
UC56D-IHcUvLVFTX_8NpQMXg,399,179153204,174,2776052
UCPozYAMDgNEKUOIXIuZanVA,0,47500414,599,0
UC1HRzesmmOgs2DzwffNZrvA,0,185413,2,268
UCY3psb46ZrllvhNhYVevD3g,0,878381,315,4874
UC7ZkWBYAAMKgcl1eMjCt3jQ,0,3410628,269,44160
UCGheGBIIXxbEzFm6PiwrX6Q,0,30681,10,191
UCcCZ7LvlIUvpeGiZUZkV0wg,0,18270,61,378
UCvhiy80CSG9knoNW-5Lhymg,1,826298,200,1460
UCXKJrYczY2_fJEZgFPGY0HQ,4,57726560,15298,46633
UCYiGq8XF7YQD00x7wAd62Zg,2619,4617766176,1075,18822438
UCGjylN-4QCpn8XJ1uY-UOgA,19106,656094571,148,6354986
UCmh5gdwCx6lN7gEC20leNVA,0,740133005,269,3412011
UCWJ5bPEppPw46-8OCcbMJIw,0,1915823,15,3093
UCKULmRBoFXNoLKcpq9EF0kA,501,3388782,256,3089
UC23VDAhOydQXNXqY2cHzUTg,0,15699,21,11
UC4tQYFdQZpnW4nQemZCLeEQ,0,1558501,230,3693
UCCwmT9VTDsgH3s2DoGkh0SA,6,358008,87,187
UC9jEgaL8OTJEYSnNTmYAanQ,0,42023,85,214
UC-QJs7H1xgx6eeDMKSH2wpg,0,3122144,839,0
UCLs4IKoo9ByJ3IQS6u0pRRw,0,4158779,60,35532
UCAUWdc_B05LUDmif1rypohw,0,1169471,126,18748
UCqhrVgL7_SumSLwmStIFQhw,3,679634,531,4228
UC4t2cdY-EqzYcW-Xmz2JavA,0,418118,21,1315
UCE8deXi-Eea3SuEV1Q1L4ug,0,13984304,69,334510
UCjT6zMyCp5Mrzy7TJSWCkAg,0,16944812,371,25346
UCl2mFZoRqjw_ELax4Yisf6w,3,26486528,960,242243
UCBeQQoM-4mdrcuYDh0JR0-Q,1,10550315,213,42194
UCKms2_aFVryJckR4TIjUFdA,0,20604,15,281
UCD-tyzGyaMWVAZH6coMH8Zg,0,1117761,46,0
UCHWjunfd0uiOh5xVrGElRXg,0,12461,7,25
UCBm064nywofTBia7Jy397Sg,0,4769932,9,22581
UCLAZYBHJTeFEGOKCPgdzaig,0,892331,124,9410
UCa-1gC6o7dAz0Psw1onpQ8g,0,39966491,282,202759
UCUh-JaqgVO1s29x6e49tHCw,0,26671046,796,0
UCmtcQe8L-PQViEYAZYL8jXg,0,13834114,59,47109
UCQtz6wApo6HY3i176U5hrCQ,0,2621768,48,1611
UC4Mi90YuiqxWDyx7B-8thHA,0,15767234,605,25090
UC6ZFN9Tx6xh-skXCuRHCDpQ,57,220224643,17222,398585
UCRVLUhAZ4YyFL1xj7roC2Tg,0,14143875,270,15089
UCPZ8aYvmoemKP0X-9VqnHxg,0,53707374,3021,0
UCsBd_jMRHu_GyDTBSs5MO9g,48,3003912,182,43016
UCTZgu3YgG8LLkTgpkneozqQ,0,11781041,27,49154
UCOMLtULLvoymORim06O1vaw,0,70674627,25,169437
UCi9cDo6239RAzPpBZO9y5SA,0,348997351,51,3859917
UCMXEx2VgsfP2oSCYY1REfOQ,7,17084732,51,0
UCpQh-fBymnq1r5s_FyC-Lqg,0,27798108,260,42530
UCUh-JaqgVO1s29x6e49tHCw,0,26671046,796,0
UCOmidKhHtmjH2e-e2lEM_Bg,0,5942765,217,60153
UC6xRRpNzOhUE2uZmMRHe5MQ,0,24368,5,929
UC6V__WcWOxX8AmkH2Qp7f3g,0,31674,111,162
UC07NhkdZx8uE1OoL5GCXBWw,7,109644,65,336
UCeM5XUHBnuwD34ZKVR_iiSw,11,599631230,1132,770115
UCPn9bn3QhBzuWsssjy6mhHw,0,83444240,48,163147
UCJ5v_MCY6GNUBTO8-D3XoAg,4769,14288598390,28414,15506574
UCZm0tyaJ_u5ObeIk8MQJyxA,0,756063,35,2392
UC0jl6Cl5r5brT_Mi33UmmIA,0,689156,12,3411
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UC5WHah3Uq2MsHSGA4cqYNvQ,0,939336,236,7129
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCzCInJdWRFlbG-n8d6Rytzg,0,3858,51,23
UCH1C9rrPaVGlaeeAdhCxqjQ,1,187524089,663,241531
UCt24PhIzqTbh-waUORdU73A,3,607514,24,586
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCsGiKKvTQrmipxhKmuHEz2A,0,38411273,36,18300
UCJ0uqCI0Vqr2Rrt1HseGirg,8,2605251507,1807,10151500
UCaFJFUAC_mE9yma7kZn-k0w,0,79662899,19,63503
UCVG0e0k0EYb4ytdHcSuxkpg,0,3240048,676,2103
UCBDS8hN3PwpB93rAJcR9bTA,0,11804620,49,86568
UCh-7aXcAequ_8bdF6YlGEHw,0,271233,177,647
UC4EQUFrszQcEGaIt2D7pF7g,0,8541,10,55
UCgAGymyQPjVXplOIdUJnv0g,904,70911941,1739,77334
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCfnvXQfkfke42sXFrdctsjQ,0,4262,8,14
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UCJY1JCVsIgVgN5ePERZ_Upg,0,20647114,7925,71689
UC1-34EUxbl81v02EXowfoyg,2,69850185,432,288499
UC1kEG25q-JE69jVw5ITXCrA,0,4122204,151,70057
UCgAGymyQPjVXplOIdUJnv0g,904,70911941,1739,77334
UCjjEJlrMBl9XZUu_bWjl2rQ,0,2343,35,41
UCZQRVHvPaV4DRn3tp8qrh7A,0,362885299,696,499238
UChMYSmIIPb49xaQ-mheZk9A,0,7774298,44,11984
UClJDWdatAwrgNMRj3vk6l5Q,0,1244952,211,17974
UCqJ3YC7WLGq56fT_AGwvr-w,0,183619,23,4078
UCMDWorux8hLeV5C0nReA0_A,0,52859,37,203
UCZI9wldzJtWw89BAf1ILDzw,0,89491,35,288
UCXKJrYczY2_fJEZgFPGY0HQ,4,57726560,15298,46633
UCyK5nQt0c37nilRzVBRXv6g,0,221351,66,5073
UCcTLEZajzuTwLMoflDj7VSQ,0,653332,274,1411
UCb7IH7B4NbgW-DkHV38LLLA,0,1203149,107,4504
UC_UMqCvtOdsY__6N2FrWY2A,0,359898,241,1721
UCNlj2gPw8jOwsUUt7YDEEaw,0,1217,2,368
UCdFo4eJq0a2CtG1vscLZVTA,0,12356617,5,15636
UCXNCFMHaNU0DxvDfgE6TWeg,0,4537896,44,4483
UCzL8zUWvPRxKxbKhEWbm08A,0,5160497,256,13642
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCPUa7jnKL5fTfwo8aTcKl6g,0,523256,208,2028
UC-_eDKeutrcY7qw_EUTdnng,0,3477449,29,5922
UCc-ZoSxapScosz6u1dLzbSw,6,3267553,254,5441
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1085265,653,0
UCx790OVgpTC1UVBQIqu3gnQ,0,1449925378,593,1368998
UC9PZVgJF-mX4aDDzLE4z5Zg,736,1715620923,1020,1825649
UCnTsUMBOA8E-OHJE-UrFOnA,22,15676397,702,68675
UC_evgZAYks8S3mTyZ7UM_dQ,0,1743367,41,6805
UCte-Y3yjMQ1iKD7uhUaIlpQ,0,310833,338,3432
UC3RhQS-TYlc91Cpmyz_2cWA,1,58643413,149,87943
UC7lZW4rHx7zcclvlsSdfTew,0,50260986,188,78245
UCOeU0ppAYrSMPYKpCrg7O2A,0,1576183,12,15937
UCJ9iXlajSDFl-7ETx4pyE2w,0,20466537,35,111091
UCa9lWR6OKBOFcxr2hW7hohQ,0,203915,5,351
UCCzEiN9wc3o1Noie7qdL7Fg,0,49427101,512,57784
UCjD2KyAEm84yVH8cTilID7Q,619,548468958,1472,1564062
UCJ4EEp5mSEo5GQIx3OIhD7g,0,209759549,921,356045
UCKef1ejCOy2uXNp9TXr9oTg,0,7230202,263,39927
UCFmrLrqZNUI3yi8yjKMC-uw,0,1010817,226,10749
UCwCWyK131mZ4Rl8NwG5clzQ,0,0,34,139
UCn8P9X_rizsyPP7KZqhXBjQ,0,0,174,78
UCH1U29foC-5RyAa4ZgkuQYA,60,179552866,214,595993
UCBK4_hkxy3cZhcZFnUi9kQQ,0,70276149,616,123145
UC4kXdDgmzrycOUk9ONnE03w,0,40466217,308,159013
UCL5-9tgTr9F6KnD5tWVlaLw,0,2414538,14,7985
UCBMc0em2JzPpjXz5tgbKeBQ,0,540307,17,2192
UC1_YtRdsicpWwLxmijYtOaQ,9,4124437,469,21562
UC7PLvighf_Lux5TDe-As8mQ,0,50441,165,1004
UCsjekH8tM4U3-q_GNJBc5cQ,0,1896,6,18
UCeOGM8lOsl4kUlicgZRbNQA,3,61855,42,527
UCqcfz48ROhlqhcYYvyAKnUw,0,2188,4,14
UCwYB1Y4s3MqTKpvO-1sEKuQ,0,14234921,3,61526
UCPtWGnX3cr6fLLB1AAohynw,0,52440975,82,163366
UCRuyU1i3-ngz48YhUFTB85g,0,1574071,3,2947
UCUAvgGCzYNlVHfPbYIzyfVQ,0,7563888,157,16964
UC9RM-iSvTu1uPJb8X5yp3EQ,5,34444019,46,581687
UCxDYiN3jS_3EuPSjhj1utbg,17,80907496,340,245402
UCfiqn0rN61uepsOqDSW2m0Q,0,3407940,55,5306
UCp0hYYBW6IMayGgR-WeoCvQ,137050,8525636762,7382,19410062
UC0qenm-Z66QSzleBzYLcbow,0,4358382,54,7248
UC_zJGRbJ9rEPcq_fbEsFTFw,0,16736080,130,173249
UCFHVhHX5kiVuTtVoddpcdwg,0,6698045,55,22473
UCOWNTafKT6R14Mh3EAWDAcg,0,3329210,269,0
UCzfGn1vWt6UrUSjrS8ZJRGw,0,1156,30,2
UCHBGd-uJ7xMNbA5p_U0nJIA,0,16711,170,0
UCwq6a6UETaaX6SHF__K9Y2A,0,112,4,9
UCISdmdEXqAdwFiJ7n7m4IqA,0,13342894,29,32031
UCHkVbzihKa9ho6N751U5xDw,0,22575311,108,52776
UCF9imwPMSGz4Vq1NiTWCC7g,561,481320861,1055,457276
UCn5wtpa-WcFPeAXZumbZlyw,238,385883698,204,334889
UCvHn0MTf40rdEQu6Y2yNL5g,554,289793443,52,1789568
UCUjpapQQ-g07qb0MhmJXgpw,0,888892,57,1974
UCU8PFISdwVu66Zg4cyVbzsw,0,484891442,616,0
UCAZ5PoEUL2_clEdDBrFF-aQ,4,20254457,132,25708
UCtfn_br4i3_ExvMlkIRkXsg,0,11950444,594,14143
UCk0-n5liRVfubrwhYe1tkJw,0,7784432,250,8094
UCt7IKbY_7UTZHMjfLrD04OA,0,346272,65,3599
UCsT0YIqwnpJCM-mx7-gSA4Q,322,1361306392,90193,6922295
UCHCph-_jLba_9atyCZJPLQQ,15544,1632433180,263,6901549
UCcmG5FNSGn1RrNAAQLrPsjg,8,213477085,121,560409
UC4USoIAL9qcsx5nCZV_QRnA,0,472839211,229,4163073
UC8fOiceQmoFY3d8LquTv1zg,0,3810761,331,6190
UCZzD28N9h2ua4nTPKABZO6w,0,16663760,227,42942
UCP4ACC1BpVsPszl3cmQzuww,0,116931423,167,491117
UC5o9ETPIHhjAIf30TX0Yg3g,0,2630561,188,9973
UCP68YooVxcJnbzlA0bXDazg,0,4880994,340,5308
UCwAf0jlypgW4M4MAVuZS7Sw,0,1438,2,52
UCETDHLH2IydUhS4QBgeb6ww,0,1835729,291,6069
UCP68YooVxcJnbzlA0bXDazg,0,4880994,340,5308
UCoPSQogEeB6PQf1qi90mW-g,0,97935,41,77
UCoPSQogEeB6PQf1qi90mW-g,0,97935,41,77
UCibWVj2ScgD6P7zqebwjy5Q,0,22433,97,24
UCoPSQogEeB6PQf1qi90mW-g,0,97935,41,77
UCibWVj2ScgD6P7zqebwjy5Q,0,22433,97,24
UCibWVj2ScgD6P7zqebwjy5Q,0,22433,97,24
UCmfubvBaxf2lxJQwPPd8fpQ,0,354897898,173,3244891
UC_aEa8K-EOJ3D6gOs7HcyNg,2472,2596578010,345,10599237
UC1A4tDQ1rds8frBdn-zfS_w,0,2199506,11,9294
UCd3TI79UTgYvVEq5lTnJ4uQ,119,708685015,1435,1557811
UCzH3iADRIq1IJlIXjfNgTpA,13835,4890507038,7331,8990227
UCoD5-Dk95rFMtk5iCXqak6w,1,32959763,245,278700
UCKwQa6GhMozYBPkQ5gpxHkA,0,4542948,99,7775
UChDKyKQ59fYz3JO2fl0Z6sg,0,276544981,5005,318994
UCJdKr0Bgd_5saZYqLCa9mng,13,103054350,1545,438958
UCu4XcDBdnZkV6-5z2f16M0g,0,132592713,435,582833
UCPunCFxR74aIufc4UQHR7YA,0,7236255,210,15287
UCTMKUIzaJGvKLI2_jmKVpHA,0,771638,330,622
UCxXsscA6VhHHaTMWfbMt_qA,0,346967,49,822
UCXKJrYczY2_fJEZgFPGY0HQ,4,57726560,15298,46633
UCqxjkUB6_D7v3NcLNu6Thbg,0,18242961,4263,82001
UC-TcXuEvtrdFm-UU9ZWsilw,0,1269,23,85
UCqZ4f1xoCYGOelPlHs9nFVQ,0,36,2,0
UCjv65Tu7QGORjMWcnqvxM4A,0,939457,5,4028
UCn1wyFHcNIibSDREYBMb2XA,41,14539622,2938,28638
UCNT5YLfnn2cQGIxGw8iOxJQ,3,475635278,4499,529506
UCR3lnMDr-wKZWAU9hwmb2kg,0,6429715,204,32412
UCixIlQ2bIUwCNnkFs0krXfQ,11,98911351,559,601267
UCk85J3pqkn1y--k2wNMbthA,38,2596656,697,20242
UCtwmze3hCYoI87uuYkcPFPA,27,73425775,2505,393547
UCk85J3pqkn1y--k2wNMbthA,38,2596656,697,20242
UC9Qt6syysPOV80nPzFhncOA,0,6163664,1450,9303
UC8-kSvuasd_x0j-t98wMXZQ,0,283157,115,156
UCCPngYPjHsQiNGuFMDrwJkQ,0,34,5,2
UCS5Oz6CHmeoF7vSad0qqXfw,2014,9726236035,2434,14746079
UCS5Oz6CHmeoF7vSad0qqXfw,2014,9726236035,2434,14746079
UC7v1zB5PCeRERjGgGMl6nOQ,0,1555328,12,8877
UCTqMx8l2TtdZ7_1A40qrFiQ,1,193385228,3338,386117
UCGkqFYHa6A4fWcO3oKFcX7w,0,274270,21,1419
UCvi3A-D9M04mb-zu16MHdaA,0,4772240,394,11378
UCop5tZ7d4gME9X8V_KzXhqA,0,3452206,221,7721
UCrW0uZt3f37mEZjsZfZVpEg,7,113437,39,2232
UCKt6dYzHqHfpcp1lgj4bl1A,164,38765516,250,145467
UCuakhsnCpXQB03pk8TKE4Vg,0,619055,108,12487
UCHju36zb22mYBtBtXSx5jJg,54,20098422,1201,73476
UCYZB0Iq_GqXgNQh5Mx36ECQ,0,7084,8,1132
UCYQ73sCV66jN7HiTXLZwj4Q,0,835483,320,19088
UCoBcANtfbD6xaDxrPdwC3WA,0,42936,24,108
UCj6x5ADF_Z9s8uUk0L5BmKA,0,1862,12,8
UC-SV8-bUJfXjrRMnp7F8Wzw,221,3379268341,1217,12097094
UCaIyJ4xNpwHBfR6Jd0AgLWQ,0,295796791,318,1549905
UCYzPXprvl5Y-Sf0g4vX-m6g,266,6897533396,3020,15152972
UC0I62vjaKBvMoMaaDE4erzA,0,2409892,339,0
UC4LADtN8xwppFydHUB1s5uA,506,144217988,1968,503465
UCtwmze3hCYoI87uuYkcPFPA,27,73425775,2505,393547
UCjT6zMyCp5Mrzy7TJSWCkAg,0,16944812,371,25346
UC3j5fZh0LFbLR-Akn0VNRuQ,0,2548118,275,13707
UC5pmtNbCg3RCydfDlVtnm7w,0,18715,14,217
UCcTLEZajzuTwLMoflDj7VSQ,0,653332,274,1411
UCcTLEZajzuTwLMoflDj7VSQ,0,653332,274,1411
UC2MSMgL-ZiLN1zSbo9p1hZQ,0,32979,116,0
UCcTLEZajzuTwLMoflDj7VSQ,0,653332,274,1411
UCEYIGKY8JDS9r1PQLMLsafw,2,8823448,633,13310
UCLJHPGW96YRmZkuwRCp4Rzw,0,109028407,232,671185
UCpaOD9ND7gQbOfo-IyY0mCw,0,216244,2,2614
UCCloPyltxYoq4DzrB3qXc5g,0,35725,20,822
UCX1TYcfs7eksnz3M9gxSjKg,0,149940,88,741
UCgOwKsaqTcRa2tfB5LV-Lqw,0,1514986,222,30417
UCaCwP6j9GMl8dGHbkttxpWQ,0,6262,17,4
UCx_9_dejgdNPKFqi_omXrcw,2,5038602,7,88338
UCooXw0dg-tfsEPQDrHhA60w,0,12033173,432,19157
UCO-85LYfB61OP4SRAgpfncw,12,111586887,715,328824
UCy2yKIaJLrl3nFfyH6eut_g,0,831338,515,2817
UCLirZvyqsmpKEDXBq48yTGw,0,1272209,166,0
UCb7lbrF1z0CGuxnUQsCuZaA,0,6001,3,1
UCEv-pszIesWFKp3dNAPw5lQ,0,1963,4,5
UC789h3eqw0H1HqGmIsI26OA,0,67416774,143,308952
UCvjtlxlMtjZAZ-yjubXdvkg,0,9834158,12,10075
UCTJInu-7PDDsWA26xcWW6KA,6,23386931,159,190684
UCLyYEq4ODlw3OD9qhGqwimw,35,995345954,6890,679488
UCHzW_7Mf8G0JxP4b0LoAd7A,0,76672186,4148,65575
UC9U7kHz4SRIaTRVTOzwVbkw,0,3215256,111,3000
UCG-KntY7aVnIGXYEBQvmBAQ,1,21900187,105,585757
UC5ljhWJPiptmD7yoU6o4bTw,0,617683,32,11379
UCoKltegXEM0u_Xdh_IDFMeg,1,24594964,134,106135
UC7NO1-kIHv6vJTwuKxTNhmA,0,9140177,457,108466
UCYpCskuhhA3QTzt4ru1XJdQ,613,9489932,840,23622
UCebTRj3-qDQT1mVFcuJ3rEQ,1,66464,162,21
UCphlOJ8CqfyUi9ayZ2UZmfg,795,1900400879,85,4277309
UCPc6IXURLsxQHUanDc1nM1g,0,2051348,32,4366
UCXVNdP844xTJfBeAeDE3vGA,233,36228366,1346,43677
UCpfeICQiYtKeide4Ce8aBOA,0,33023,37,313
UCKgk9w_IqhaZ9DMd_nDKsCg,0,120681,22,2500
UCZQgZF_G3Gqli84EwhLMlAw,0,117435,11,200
UCvaD01Jb_ruxsAcVqVmTHzQ,0,2890128,33,81576
UCK-guIB2Br9U-tAeL7mk5gA,0,2399,34,9
UCr-gTfI7au9UaEjNCbnp_Nw,0,260003920,33,2462374
UCweOkPb1wVVH0Q0Tlj4a5Pw,1852,5550150604,8513,6229749
UCHKiE7yBn02BcF369GPg5BQ,0,2753023,23,4673
UCmul3m7yEirDR8IaobAUjYg,0,7590539,523,72202
UCY8dts5d1dGPW2jnbEDnvAg,74,65178093,103,27923
UCGcltwAa9xthAVTMF2ZrRYg,0,151334572,308,262067
UCYm4JNqM19wRu71fzn0chKw,0,92,4,0
UC2xjgvWb9cx5F637XjsUNxw,20,1691377820,206,2612322
UCKkc_kMcSoiVzCoBNVlAjHQ,0,658135,108,1839
UCrqphUBWndUZerttlhYlSKQ,0,18126770,895,55015
UCJB_wVafUzWcosW9_Qvdt4w,0,186098,55,1584
UCWlm0bhG2WMsVJFjNUbmXlA,66,8976601,241,8585
UCkLJqy2fWYqBhPinnJjqXrA,0,2869793,1260,6181
UC4WS0CvOUHSVlU2nEDMKYuw,0,47730,23,39
UC98FYtuQGy6sHiL2EwSGhrw,70,3386642,23,4808
UCJzBfSwZSy2SSX-upaKtvZQ,0,2889334,2210,9563
UCJzBfSwZSy2SSX-upaKtvZQ,0,2889334,2210,9563
UCkxQt__-jePxSlBXzfcNF4A,0,1811,25,24
UCFFbwnve3yF62-tVXkTyHqg,0,3732337178,2129,5224889
UCFFbwnve3yF62-tVXkTyHqg,0,3732337178,2129,5224889
UCkISDIDbDMIM8yEnQPmrEcA,0,129265,48,1234
UCpmctTnUfbeoycGhieZQAmw,4,48912236,2976,55892
UCaCwP6j9GMl8dGHbkttxpWQ,0,6262,17,4
UCIyvPOqOdQvnSLPzf-re3vw,4,22299390,374,25019
UCJzBfSwZSy2SSX-upaKtvZQ,0,2889334,2210,9563
UCkxQt__-jePxSlBXzfcNF4A,0,1811,25,24
UCFFbwnve3yF62-tVXkTyHqg,0,3732337178,2129,5224903
UCFFbwnve3yF62-tVXkTyHqg,0,3732337178,2129,5224906
UCkISDIDbDMIM8yEnQPmrEcA,0,129265,48,1234
UCpmctTnUfbeoycGhieZQAmw,4,48912236,2976,55892
UCaCwP6j9GMl8dGHbkttxpWQ,0,6262,17,4
UCIyvPOqOdQvnSLPzf-re3vw,4,22299390,374,25019
UCzMhSkEZp8vHjbVCLc_rrGA,0,2437065,220,2326
UCusHVOGgmhrGWGCo1POBVPw,0,79499237,3514,0
UCXo-9uvfq0VLZTUaYGsdyLQ,0,1677962,81,20362
UCBa2NJ3WvOioETtrciWOKmw,0,477,4,14
UCJzBfSwZSy2SSX-upaKtvZQ,0,2889334,2210,9563
UCvMRoSwnWSM9Cs3NRIOqpAg,0,1562,20,13
UC3j1ZakCN7RA-8oSWtFlU_g,0,29715923,39,42340
UCPYCLWOT8q4Jj0TP8ZdXTuw,0,429,5,0
UCxvXUTjdi_o-UWSG_PjdxXA,0,0,146,4913
UCJzBfSwZSy2SSX-upaKtvZQ,0,2889334,2210,9563
UC3V1Svgi5RWWII9_aAnipKQ,0,0,22,136
UCxq0j6IOlGvQSR_ubloNUDw,4,35928125,160,105415
UC1AD5L_bwNIWpLwZWVQ8_6g,1,4987116,251,24175
UCXKJrYczY2_fJEZgFPGY0HQ,4,57726560,15298,46633
UCf9Jd5Cj_YMBDL1gCGNyLFw,2,389634,832,1888
UCJtxzP0J3SdLNdoPwoWn9cw,0,30263120,258,29521
UCkB81QCrYggMwRVacH32Wqg,0,485571,13,4486
UCbB97nkZ15P383K_lE77Zqg,0,271465,127,1417
UCXKJrYczY2_fJEZgFPGY0HQ,4,57726560,15298,46633
UCXIkuVo4-eIy65o22UsTA3w,0,2856,3,76
UCPde4guD9yFBRzkxk2PatoA,0,468679511,3851,973670
UCPde4guD9yFBRzkxk2PatoA,0,468679511,3851,973670
UCDHv5A6lFccm37oTZ5Mp7NA,2,518246343,2349,419475
UCqxjkUB6_D7v3NcLNu6Thbg,0,18242961,4263,82001
UCFKn479v4C78N9FPVlIxjUw,0,3747879,343,21734
UCx-mPMt1Sdi5DfZwBPXZNfg,0,20733,38,203
UCVHNnJCzcx1jKdpBq42C-tw,5,3609239,553,3811
UCVHNnJCzcx1jKdpBq42C-tw,5,3609239,553,3811
UCAHxGjagYzkAxIWIC4HyhwQ,0,500018,341,1125
UCfR85rwwePGEkALyekuxu_w,0,1424152,2675,4850
UCPde4guD9yFBRzkxk2PatoA,0,468679511,3851,973670
UCDbQblY1XASbgqOXmy6FOFQ,8,285521820,295,680637
UCPde4guD9yFBRzkxk2PatoA,0,468679511,3851,973670
UCPde4guD9yFBRzkxk2PatoA,0,468679511,3851,973670
UCsN8M73DMWa8SPp5o_0IAQQ,2157,842115548,768,5611392
UCv6colBP34LrC9xxf0lzQag,0,117065732,2465,112639
UCqxjkUB6_D7v3NcLNu6Thbg,0,18242961,4263,82001
UCI47jbO8wSQZBITy-M4UN4Q,0,1076121,69,680
UC4tQYFdQZpnW4nQemZCLeEQ,0,1558501,230,3693
UCLJu70RtpCzzeiMADFprKQg,0,327286,36,3891
UCKS4imiprEreaSy5SnChdYw,0,8466,22,150
UCVHNnJCzcx1jKdpBq42C-tw,5,3609239,553,3811
UCo2naUoxA477SugqvII0F8w,0,6,2,0
UC6jjg0iEY2L55Tp6ek8Jy0A,2,254663742,70,348565
UC88KSXMWdkv50V1Wm8CAYWg,0,549682586,119,417538
UCvb1nkSmq1ifQFCWSC_Dpgw,0,60082586,52,54371
UClRC4y1C7Ub_FbzzhUlR2Bg,0,51663368,36,60975
UCqYPhGiB9tkShZorfgcL2lA,0,5440286,19,163893
UCjD2KyAEm84yVH8cTilID7Q,619,548468958,1472,1564064
UCKef1ejCOy2uXNp9TXr9oTg,0,7230202,263,39927
UCqxjkUB6_D7v3NcLNu6Thbg,0,18242961,4263,82001
UCTTDXv01YTlkj3KzTtr3Ycg,0,11126,19,200
UCmTFsmksIJ3JuFHsSHRy6GQ,0,142124,34,1064
UC-pXBWJuvp5PfWZ-6ToEQOw,0,7166,88,17
UCe9dUvSQN-SXdaeiTX33HdA,0,8250,18,27
UCFFbwnve3yF62-tVXkTyHqg,0,3732337178,2129,5224932
UCJLcUGC4xThN3VxbusRU-pQ,0,393973907,315,351047
UCZcZRHm_-eTNbjIpsHWDWog,0,23853580,1211,52471
UCuneERr3AhLX3LYwzQQt2WQ,0,5680585,46,40568
UCCzEiN9wc3o1Noie7qdL7Fg,0,49427101,512,57784
UCZ-qxagOkAmCEP-Tu6YliUQ,1672,87245863,614,546752
UCKNJlM5iG-XWfqtYalOGxSQ,0,875,19,6
UCmKzJeUBlBS9tSfBMFG8CHg,0,229554,66,2211
UCKNJlM5iG-XWfqtYalOGxSQ,0,875,19,6
UCO7oJs9vrfYIN_rDYjlN7Ig,0,390638618,2615,454334
UCyTKp_-DxOVRfEqqzc4w0jw,0,43736733,168,79872
