channelId,channel_commentCount,channel_viewCount,channel_videoCount,channel_subscriberCount
UCte-Y3yjMQ1iKD7uhUaIlpQ,0,104,338,3432
UCPMqdF3dtgzl5g2oV6jltzg,0,17474,27,0
UCYKzvm8hphuoL9-8MYLRPjg,0,339,9,0
UCsglxN2_xfVx_WQaCRGtjPg,0,12956,88,64
UCjzHeG1KWoonmf9d5KBvSiw,0,68518401,253,252824
UCahKjkez9olNwcpc5pZwzvg,22,497401364,36258,473855
UCqsjRipOhfRhv3_JRAsYQgQ,368,98660268,1655,275997
UC7UJNsNRmZq4uqI3vJ3S5ow,0,208013,55,1287
UCcTLEZajzuTwLMoflDj7VSQ,0,650687,274,1410
UC4y4Y5TIrcZD5YZhCP_P__A,0,24183,15,223
UC5nc_ZtjKW1htCVZVRxlQAQ,4434,2454797693,1655,6460005
UCN_xHgvDmnrzoka9aoCDabA,0,14438212,695,80639
UCdNVSoO2Sr944sW7Ee5mXGQ,0,890198,13,2259
UCubx3xz2gLS2XgPfm1Wwt8A,0,494292,217,0
UClBz0XaIv9muwI2T3UVIwGw,261,40712731,553,251489
UCmKEG4NXBi9xK727t0-nQrw,0,265570,36,1198
UCUJxr6ass0_k1bXuLLAbR4w,0,33392,1,30
UC5JfnfGKV9LQsBKNm1L9EAw,0,3427385,391,37199
UCLkq3HC2y2NPpyQzaeR9slA,0,22738,7,798
UCFveDSYkRjRve8ly3qXVqCw,0,790798,74,3030
UCibWVj2ScgD6P7zqebwjy5Q,0,0,97,24
UCoPSQogEeB6PQf1qi90mW-g,0,0,41,77
UCFHPWXjM14wlFo-vJTodvUg,2,657028,3,4056
UCSxsXbxXvH64bSjiKFi1L9A,10,114007249,444,1094705
UCNZxkCLMDGrYDaqSkaGn5iw,3,4061240,23,22956
UC15FDiTPb4DmyGG85lZur5A,0,254768,37,5087
UC8-IdCuKEXMWCKIL2tl_zjA,0,833533,142,875
UCoGDh1Xa3kUCpok24JN5DKA,2629,4045316588,879,13690464
UCsTcErHg8oDvUnTzoqsYeNw,2105,1275480137,1167,7708719
UCzhgQCwy-FTrG5w51NzTFwQ,0,12319680,35,18077
UCU8PFISdwVu66Zg4cyVbzsw,0,0,615,0
UCR7aUGJhXG1UnQ5eTenUnGg,0,891807299,964,1481272
UCVZlxkKqlvVqzRJXhAGq42Q,3018,241331035,570,1660712
UCYLqa7tZqSEhXg4pgOGya6Q,0,296278241,419,512950
UCTC-KTVmSEpvi5QCW-0MIew,0,16622979,384,80154
UC3jXYhIKKCqj2SacdQ5nSaw,0,1147368,52,3159
UC-K_krRbXQVM4G1HWANDGRQ,0,4001767,775,31720
UCTrlOONARMd9tOcb7JRqbqA,0,1662087,75,21033
UCCRBpyacv5-j1ongGV6dwyQ,0,287908,26,3513
UC4tQYFdQZpnW4nQemZCLeEQ,0,1541628,230,3692
UCAL3JXZSzSm8AlZyD3nQdBA,0,249798368,25,4172150
UCY_ZUvCv9C_tv5yC0YR0eWg,1283,203133636,665,1581173
UCqj5nYCtZpUNBIYBTGbs20A,0,1100493,23,4956
UCSmKDLLoL5sfFIoDDQgVNDQ,0,74749,42,892
UCcKT39KR_e3ZliHe4cyC06A,13,36758978,6071,45106
UC9jEgaL8OTJEYSnNTmYAanQ,0,41803,85,214
UCgkZhTi_o34khj7qqyf_sMA,0,0,3,6
UCN5Zf3Zyb9Bp9NeqtNwnc5w,53,1081033756,790,1410879
UCcJOvU2SXP0YI4iYL7Kxwcg,0,124585206,229,436168
UCusHVOGgmhrGWGCo1POBVPw,0,79359089,3514,0
UCfaO7qS9RXR3v3CP-1a5PWQ,0,8985939,41,14296
UCqjwF8rxRsotnojGl4gM0Zw,3,22330776,92,409287
UCftK-tQH9-Pp68v6ImVbrzA,31,116100620,926,412310
UCuw01tgo8DKvo7w3SYE-d3Q,0,198006,236,3609
UCQiwdqoPFHE6IWORhZQ3RrQ,0,92616930,320,187836
UCC9h3H-sGrvqd2otknZntsQ,2793,1356544979,1166,5352048
UCW5677agcbt6lqj5RZnZLtw,0,136051997,22,465566
UCDWIvJwLJsE4LG1Atne2blQ,7,564077572,251,3751596
UCez6_KPGd1bmixWTDBgHm3Q,0,917675682,773,1495894
UCJuSxlxkZKULTn2sy7fcZtA,0,55042500,280,140870
UCU8PFISdwVu66Zg4cyVbzsw,0,0,615,0
UCaF3MVnBYNnjAKF16k3mUjw,65,170299025,1631,460392
UCL4ss3I2WQaWp2sw1SjHi5Q,302,90032525,390,122493
UCvOSoed6g6_Q-xvu0VMHddw,4,52195,44,848
UCORz-zCPEiyZgvrGl6S07Ww,0,10584339,25,19353
UCAZzz2Dd9Xh6vTjNcxhqPZw,0,8137849,654,13167
UCtxvq4aq_o6yYQjCXGyuawQ,0,66368788,238,930474
UClm2DY6pj3ygKoKhEVr7KFw,0,518820,28,5909
UCJgq3uJ5jFCbNB06TC9BFBw,50,2369294,398,6971
UCl0Vpub9kTgBhGwGFd0rdfw,17555,415037026,497,3452892
UCnn1Ps-YvrMVgiJNJb6IWCg,0,636664,35,7778
UCx-B61V-oMWfLgYFruxd73w,0,718191,57,2865
UCI2OiZs5aVcyBUBVsgovzng,0,1024429001,2300,880864
UCA7_oF62h54DAd-jRq7JHRg,1,754558,278,1201
UCinGirg11ZXQ-QTGx7mGAzg,0,843796,99,4690
UCsXy_zdFlEO4S25hQWDThoQ,23,30694978,318,35104
UCKa6Dt4qiBpD9tVJfk4P52w,320,30079883,445,78421
UCRoeQHmIX2iEeRNTstHRYdg,0,49451137,10,80879
UCkeGyA3iAF6RRfpd9SIyxKA,0,4754211,55,93897
UCl3aKvzB7uC5mTlVEWiCogA,2,149050316,10338,111193
UCFHVhHX5kiVuTtVoddpcdwg,0,6687141,55,22470
UCusHVOGgmhrGWGCo1POBVPw,0,79359089,3514,0
UC_aJGG9s3nVps-zEGd3ziZw,0,12237,19,490
UCvyK8Z1GJht9Dlsj0aFjiWw,0,11862,18,49
UC8dmT5Fp1s8sRPzIQmZ-JHA,0,3543,8,34
UCLgNmqtFa9vxlDWQ4bxLuYQ,5,133244624,701,148330
UCLGbi1baE-2VZd5hmWlhMnA,0,10653449,560,0
UCMekaXFnbJrS_vqo3f8Fzjw,0,11456,12,0
UCKAqou7V9FAWXpZd9xtOg3Q,149,11978830136,476,10251538
UC5UQaWSW7AizXnW8xrYL-vw,0,5664337,3,32078
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UCW7Q41vfbl5ui_XbzfVL5rQ,4,5247697,62,8821
UCw7EwvJ6--_ML2ilnopcG8A,0,1585688,52,15634
UCOz02yvsxufQPe1vWmlANAA,0,773063,14,1969
UCKtQKCOREIGfAPrKZWfTtVA,0,129605344,350,205182
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UCWsi5tmc-2mVOXSQ8yRDEMA,0,165040,118,334
UCj4KWQ6IbXl8LF4Cv0lEgIA,0,0,48,537
UC-xwwLWkh1Ypt90iJ7BvBew,0,3974480,1038,23775
UC-xwwLWkh1Ypt90iJ7BvBew,0,3974480,1038,23775
UC-xwwLWkh1Ypt90iJ7BvBew,0,3974480,1038,23775
UCi_2o4fn8NEc-lZrWgGuD_Q,0,22446,28,38
UCSWytMmbqJNaBrWmhF5f1Xg,0,0,24,0
UC5pguvx1ENRBeL3F4o8bWGw,0,14,3,0
UCToZTtSLYLyRV5xwUcAa9Kg,0,175993106,8997,348324
UCxgk8oCKfU3an_6MPm1zTKQ,0,245353,31,123
UCb5DkdbEOBNoOY7RGkGN4pg,0,28909964,1306,120582
UCrpP1PNFmt_Z5fj3n2v4GqA,6,336126621,29883,275320
UCQQAByHVqmp2DGkMk5SsOZw,350,3826200,61,10556
UCoyExUhkRe4KdTuWtFhW0Hg,2,17612437,553,142397
UCmA9ZAM9zSG6UvxJdbZz7lQ,0,254,13,0
UCCzLCaEa60SszvxxGrcUcOQ,0,43677759,2,33015
UCG6XmGtwd0geNvV7CZKEACQ,0,824795795,13,1537808
UCkUY0cewN2Gj2MPq4e1c7qQ,0,75755170,14,150442
UC9axQz-0AaUdWVzzSjX0Xiw,3,15620291,144,69013
UConUlNbGDj06ylXn-QyiYbA,0,46101316,224,161160
UCjiEFCWISdJ1DzlHkJ3a-xw,0,16987206,1164,13540
UCYUitNjnmyZPq1oWucod2dw,0,27638896,122,10671
UC1kEG25q-JE69jVw5ITXCrA,0,4113246,151,70048
UCoykp4ZLn9Z0EmVILF1iGFg,0,428183,182,2826
UCC2_UvBIiIdItfm5t2zpspg,1,14109007,821,161672
UCQkDaFB1g45vNjAcHSxhvvQ,0,407,7,0
UCjhBG_yllBaCbwn_54gW0yA,0,1079899,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1079899,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1079899,653,0
UCjhBG_yllBaCbwn_54gW0yA,0,1079899,653,0
UCP6uH_XlsxrXwZQ4DlqbqPg,278,1768215103,4856,2943872
UCDSX4RQN7fzIlZ1nSubwCcQ,2318,555535367,327,466651
UCP6uH_XlsxrXwZQ4DlqbqPg,278,1768215103,4856,2943872
UCjD2KyAEm84yVH8cTilID7Q,619,547780991,1472,1564051
UCmCWKivcjOS8JPmOJWZYrdw,0,45472050,97,72993
UC6jEPA-9kvuEEq4-utwq1Tg,0,1444215,242,8672
UCuN86oNU6j5yrMIUmHLdsyw,0,4495135,23,0
UCFKn479v4C78N9FPVlIxjUw,0,3716027,343,21720
UCdb20XVrHBtb-7C_2DaCYFA,0,0,3,0
UCYtDWoTeUf1Iwp0xEV1Hgyg,0,30888636,59,452971
UCOEm1yr1ZE_DZ5elhTiDhvA,0,29666243,550,356948
UCgHNKeEEJrPb-9pTRS-ewyw,0,16443233,375,148931
UCA3fFbQDP6eCwTmdSoL7ujQ,0,120,3,12
UC-ZGkwWSE01hpp9rjVxlXQw,0,0,91,80
UCibhlri9bKbMl4Q36N3gXvg,0,6156,319,47
UCibhlri9bKbMl4Q36N3gXvg,0,6156,319,47
UCPtWGnX3cr6fLLB1AAohynw,0,52293162,82,163351
UCazM5oX41f0eDAcb4N63l-w,0,813139293,6021,677433
UCDLouC_CAzQTH48_R5O-jWg,0,2396272,221,0
UCzgAR4l2WXMCS_sdc0Sw6LQ,0,394120,47,1335
UCmKqxyDdrrchv714pOMNZ4A,0,5218098,197,41983
UCINHOGLmaYvqEfC5dvu7jCw,0,44543561,121,118418
UCFxPZnkxYxb7JLMnwjjJN-w,0,2061980,399,32568
UC5M_h2S8Ldoc9M6f7B-_m6A,39,1016184814,1807,1782145
UC6_pAvfT0U05lW79NxbgG1g,0,52212953,1321,0
UCzrHkTvI823NGqrnh2ApjmA,0,1116926,207,2379
UCHulytnSy99QbEr6rgGyDBA,0,30678043,109,227335
UCM8CTmElSxCnnbL0gmI3TiQ,0,68800,107,396
UCjt7bEwtlk6A6f_CiY2ZOlQ,690,114601687,1799,950184
UCXI7GFwPimAeeYYgMbIzgKg,0,424275,64,3242
UCCphc43oLTn92OmgwAVSjtQ,0,23690,49,28
UCaO6TYtlC8U5ttz62hTrZgg,5710,1920932719,619,3978383
UCEf_Bc-KVd7onSeifS3py9g,51878,6142732708,2313,10192409
UCimiUgDLbi6P17BdaCZpVbg,0,19673072,46,299313
UCTln5ss6h6L_xNfMeujfPbg,11,27057050,8291,29565
UCn0vhHdnpOssrr85DKPqG3g,0,89398,11,74
UCzDZoNKmmAr5LxWyKf93dBA,171,73173106,1865,170894
UCe1RxZYxAGJv0OCglBveyEA,0,4320044,139,8933
UC6SNxiLzSlh8e0yjndE9o_A,0,1591054,87,14056
UCMDWorux8hLeV5C0nReA0_A,0,52725,37,203
UCYQ73sCV66jN7HiTXLZwj4Q,0,832200,320,19084
UCvU4p_w08osQsrNi_I4ZtDA,303,33939328,2701,26103
UCzDe2VJ73ayobDkAPbky7XA,55,9461271,259,10287
UC3ddde8ocfdv_KHsaeT0TtQ,0,4732,31,6
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCf9Jd5Cj_YMBDL1gCGNyLFw,2,389230,832,1888
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCngqmsQ0-PzAxO6HtBsf2LQ,0,87,4,0
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCEXXFbmMb9ElMYrwjH5pTkQ,0,375546,13,463
UCUOousRSYFfgGV66e2cUGqw,0,238,20,2
UCIEv3lZ_tNXHzL3ox-_uUGQ,129,437179021,558,3379573
UC7vH9oK6IhzmyTSUBuidZSA,0,28469904,200,52298
UCofJu853kJKpkg4y5a-9YXg,0,222228,13,2630
UCTLp2OWMCVXM2w3TU4fSB8Q,0,22038014,31,10462
UC-qVP2sjzzyAqcah85NlbPQ,1,45,86,331
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UC2Rc-5FbfyKPz-kbPMd4IVQ,1,21600774,49,100069
UCcH9hnbwzV5zrkuhZUeBgAw,101,166119909,379,787554
UC5nc_ZtjKW1htCVZVRxlQAQ,4434,2454797693,1655,6460015
UCYLqa7tZqSEhXg4pgOGya6Q,0,296278241,419,512952
UCs_DtLwXL2-ijwQmAJ2aYyg,0,41697357,1010,48698
UC3TjPHEcv_7tuT4eb7dO7KA,0,3822064,177,37479
UCtwmze3hCYoI87uuYkcPFPA,27,73425775,2505,393547
UC-HBWqxPa7mT5lfvW_Gz2gg,0,285410,74,12896
UCrZJqaDXfdOQeSJymBH8K4w,0,739291496,320,1339891
UCN2OGO_HSJcr3-XlXqLWvZg,0,6966712,61,50411
UC6FefgiqoMQrvsyrkWh_ojg,0,23425096,121,51590
UC2ewpNV04Ag_u8lm_2aZOgQ,0,14686266,399,29147
UCs_DtLwXL2-ijwQmAJ2aYyg,0,41697357,1010,48698
UCAsKBpp-LbFxg9I2aLaf0Iw,0,6807838,284,63679
UCwSxSJqGpSRpEsq5-YUbM8g,0,4086058,63,143475
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UC9Qt6syysPOV80nPzFhncOA,0,6163664,1450,9303
UCUGjrVRRzMsD9zHIy8aF28Q,0,33193726,61,574906
UCU8PFISdwVu66Zg4cyVbzsw,0,0,615,0
UCgRzLHIWWGQjaJYOX_8qg-A,0,8764750,23,10712
UCOI9sLk7YB2yhdqQ2RjDkwg,0,6018685,18,20300
UCCBeR1kIDnEj8yexleTQlkw,0,7185421,137,23949
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UC5grL03qtTFvgeqTXK8hjHg,29,5905567,507,15510
UCkfhp_JblkvBKVHlDC5fj_Q,0,13181,113,39
UCff5IDSJO2LQffWZr6k3W1Q,0,5255,55,8
UCRijo3ddMTht_IHyNSNXpNQ,2891,2849883091,148,17456044
UCGbooUxbbC-YmRXCNQ96Ycw,0,538616223,252,1445006
UCvGiJYBPgVP7W1ypE3DKOqA,9,313686450,575,3021317
UCpwvZwUam-URkxB7g4USKpg,3,1964356946,33608,2069311
UCZWFtwJr9V8MPQZVjMIvp5w,0,3624652,108,51352
UCIrcjAVLDxq9zGCGKrFpz7A,0,180417,142,397
UCu7YKlPeUSm7S_V5l0gmg6g,1,1499979,45,2975
UCNUQK9mQoqi4yNXw2_Rj6SA,0,2165160274,1257,5033778
UCQjpiFCqSjre8kSGazcBykg,0,5201567,24,11105
UCNu3NucU-qytS9AkgZpMtoQ,6,10034293,349,25226
UCq2onnJFeIg6Cpk5M7Uh0GQ,0,1370256,36,3292
UCA1xeYGV5T1ed1YJBwJy2fA,0,46826,12,78
UC4tQYFdQZpnW4nQemZCLeEQ,0,1541628,230,3693
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UCekij2pNtQAEy422V-jrZbg,0,1,1,0
UC5SKTBXcfnj7ZbjqkZHCHYA,0,10073951,44,19526
UCsw6_gopN-_KFQNLDx5UEGA,0,32560822,7,72343
UCU8PFISdwVu66Zg4cyVbzsw,0,0,615,0
UCZKAQFEqT8KLXhU9NVnf4DQ,0,490702,3,985
UCusHVOGgmhrGWGCo1POBVPw,0,79359089,3514,0
UCJ7wU7Im72LgY5pyQ6A1ntg,2,365754,100,192
UCFveDSYkRjRve8ly3qXVqCw,0,790798,74,3030
UCZtPI8pHjJiswYXAZyPuidg,0,228,2,1
UCIqPhIhVQ_iTwzt9xT15XdQ,0,249,11,14
UCCmMrepaXt6jktLGtDAdtMw,51,42324320,34,42270
UCxLoSGQB806czLhfSb539sA,4,19869686,268,164631
UCkdSsHyLZiULiM5vIr_KW5w,0,888,4,3
UC6t1NM16_2y_HIcnUSQWxVA,0,6857,18,35
UC6t1NM16_2y_HIcnUSQWxVA,0,6857,18,35
UC8IwCWX5Y0Tv7WyOfc1q-Ig,4,32454970,83,125690
UCZ1Ja2LrS9XKdAfRjYnJPEA,0,47523910,1162,80254
UCAn2LbXMLoI5yZDh-rtSEkQ,1,571493,6,1779
UCtBw4N4-EiaAqK9TvZGlGDw,231,46363749,474,302892
UCMjVo7KZDeU7ZCH8ht16jDQ,0,3901795,285,7539
UCWAYGHYXOoWPJ7BKJG4WQLQ,0,44413,53,179
UCe82lveSnCuBP5su6uCWbrA,0,38932,79,173
UCHZLlMk8-up66yp-3d4nM9A,0,326406905,72,157289
UC7imkfj6c9QRQGPOsnwF7sA,0,38810430,41,298549
UCjjDZ7DALuHGsf2Hla-gGrA,0,464742,12,702
UChCnwMRlWo4IhB_05uX7_ug,5,3214302,262,9292
UCa-1gC6o7dAz0Psw1onpQ8g,0,39691970,282,202700
UCLzqQ_o5w8RIyKISU3st2IQ,0,1738514,526,5482
UC874WmmCVtIwTG4gQbWHKUQ,0,92457143,529,455623
UCA8VUdED3_-blWQjH7TsPhg,0,168100464,1275,67517
UCo_OrSFJOZif6m6RwSJXJPg,85,8685910,236,26352
UCJcxpl3lfpFfz8Y2DJgIHnw,0,448446,39,6586
UCb9PvQ2Gv9FDIlwZubVgTaQ,0,464886115,250,468670
UC69WSLEQ_NHYdzP_-od9gSg,0,575876,62,867
UCuD0dTRSwsFWZhBxvJwc96w,0,44641479,23287,52148
UCFs7J85wXFis887OsWC39Ag,0,521321,44621,0
UCIPfumj8Pt_dtC5K8XL04kA,8,1299754,316,4983
UCZs3HjPt3pdoio3y0HZd9cA,0,1571,9,25
UCAZJC6IPU28ogHktcHBsKWw,1,14267816,176,34859
UCU8PFISdwVu66Zg4cyVbzsw,0,0,615,0
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UCzZf2uYuB6LnGMoNh2USxkQ,1,748,11,0
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UC7yVliT4LvAYuSnIzzckYCw,0,3481,91,5
UCQArDd3ybp7wm37TTmKu9Wg,41,19931895,215,97879
UCX1Evc7yqEjpESfcbQomrHA,0,20052392,1633,0
UCk7DAh54V-A3i9azHkmHwEw,0,55556,27,305
UCjP5KRKZRKjo4Ii-NSnnT1w,0,116616,133,334
UCO7G7LS7HtEtkLZNS7PmupQ,0,15510,43,123
UC6MfFxrAK-e4HcgJROvDJDg,0,1254890762,39,3042371
UCcztWI3_mFgYpCpPfyv8QoA,0,11024155,34,23336
UCMpeXK6Q4FD8psK-hhe1qgQ,0,1439444,42,0
UC2vX9dxPJYNXZUGRokLL-bw,0,653859,19,9975
UCu33XYMe-6DbIuGcZiV-k2g,0,316,7,5
UCziXARv_BiHZdT7tBVbQXPw,0,9647892,33,13678
UCjt7bEwtlk6A6f_CiY2ZOlQ,690,114601687,1799,950187
UCyK5nQt0c37nilRzVBRXv6g,0,220331,66,5072
UCVu_lkFtY-wWbXXKK1PqN8g,0,109008,54,640
UCVu_lkFtY-wWbXXKK1PqN8g,0,109008,54,640
UC0US3nv0qpP1g7_Sek4044Q,0,93863467,328,414923
UCWrXlzhIENTJrAuKVuPgdEA,5,7928047,736,49239
UCLJ4T7LUyNrMCOLjQ-tKNxQ,8,9963257,459,114379
UCpB6R5qY3ZQt00C5KYZpK9Q,0,132012,58,1411
UCBPoQwS8XLVIDEkdBy30QDw,0,336,3,13
UCIsbLox_y9dCIMLd8tdC6qg,269,174644393,1702,329996
UCWDIEcn9QsHy5_EDZTIwIzQ,0,7646636,100,10793
UCCy46KzBa288fbSgHAaf36g,0,27821326,82,0
UC1caNsiorBbUd3IUqG2AIOg,0,1232572,39,21250
UCRpHd7yoytMmLAkHwOJJjJA,25,208705820,327,496621
UClH0xVO3zOfYdGjoPU6S2hw,0,7080110,169,73518
UC0aj6CZnXfv02QeSzD-UAWw,0,10940945,188,17229
UClH0xVO3zOfYdGjoPU6S2hw,0,7080110,169,73518
UCfNsNOHHy9pcEwxXmgF1kuw,0,79505,86,0
UCqLUPs1bzVlnScljqOG8wVg,0,7742637,243,27141
UCGTtQjeou9gNkGnZgOhZoug,0,36876,31,268
UCte-Y3yjMQ1iKD7uhUaIlpQ,0,104,338,3432
UC0aj6CZnXfv02QeSzD-UAWw,0,10940945,188,17229
UC3I2GFN_F8WudD_2jUZbojA,646,548074900,10926,1035759
UCjD2KyAEm84yVH8cTilID7Q,619,547780991,1472,1564052
UCBKc-rPDivvwFiWdG-81wxw,71,59668620,2327,544222
UCy3BDnBwfMAMFpqt3j9jHvQ,0,876673,59,24504
UCW1U8eTghJAmEtUGd5Ejbsw,0,946352,79,4176
UC8AuKjbIN30o7tdLijsab-w,0,1390892,149,4564
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UCHiL-zHyeOnjb44ZcmZpIMw,33,393853755,461,747264
UCYndhYG2joee82UHWfKYCyw,7,36145342,20,89316
UCtBOJ9bEAoMOY9keGK6p2hQ,110,54471355,90,188823
UCJsSEDFFnMFvW9JWU6XUn0Q,0,42611666,257,405251
UCXB8fM4VyQubRu3UVGhd3wA,0,14361109,783,12761
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UC0aj6CZnXfv02QeSzD-UAWw,0,10940945,188,17229
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCA589Ju7weQSfWiJV7WL0rg,0,1141977,217,3922
UCstEtN0pgOmCf02EdXsGChw,1157,6925746215,60024,5190664
UCySPETZPynSo-O4rdicM-qQ,20,53494305,505,275375
UCipE1NJFsoCYfPbawuTXc8w,81,31756905,278,104363
UCVV82uDpcd65AxkJiEWNYvg,0,24267639,759,80368
UCQdichCjcsXQnR880piBMCQ,0,2854779,145,3709
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCqxjkUB6_D7v3NcLNu6Thbg,0,18222581,4262,81995
UCXYbieCIldVDrvnqXuW50Yg,0,7833673,427,6788
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UC0aj6CZnXfv02QeSzD-UAWw,0,10940945,188,17229
UCvU4p_w08osQsrNi_I4ZtDA,303,33939328,2701,26103
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UC0aj6CZnXfv02QeSzD-UAWw,0,10940945,188,17229
UCffdZGxiVRy3i9EaZF4m0wA,75,1912887352,4561,825019
UC97k3hlbE-1rVN8y56zyEEA,156,239553652,1768,1631301
UC4qk9TtGhBKCkoWz5qGJcGg,1826,468338018,1059,2649566
UCV8NzUgpSLvDFfSekpTLZxQ,0,1883492,10,3536
UCxNMYToYIBPYV829BJcmUQg,2204,553495098,1380,2369737
UC5O6NXFXe_Bn4nCsbWgONLg,0,14600886,837,10997
UCs0NBBFNnMoOMdB1D9ZEbkg,0,7918984,316,5913
UCslFoTxLK_ueXeAMd1m0dww,0,25625,18,98
UCNirOQBP88BVoRZD0GtS9xQ,3,2776503,555,56004
UCW1U8eTghJAmEtUGd5Ejbsw,0,946352,79,4176
UCLv7Gzc3VTO6ggFlXY0sOyw,447,52074330,2714,396072
UCqhrVgL7_SumSLwmStIFQhw,3,678433,531,4228
UCinGirg11ZXQ-QTGx7mGAzg,0,843796,99,4690
UCBbsyG0o_cWlyY46ZRSdYJg,0,302060178,70,710400
UCbg_UMjlHJg_19SZckaKajg,189,235054073,827,721576
UCHCph-_jLba_9atyCZJPLQQ,15544,1631868335,263,6900630
UCGcltwAa9xthAVTMF2ZrRYg,0,150602288,307,262031
UC48dO5KP2m5YXIYPBsMMOrA,0,1697565,6,798
UCcnyjTK4IheQN2ycsE7NZTQ,0,13869601,338,35371
UCFWvz6aHBv91cu7cvNeadcg,2,199186750,793,382595
UCexg-CUFnrsz3ASBIoJSmYA,2338,471968285,1148,513057
UCFTde3zWednWH_fGygHo05Q,0,157741,15,509
UCsT0YIqwnpJCM-mx7-gSA4Q,322,1359216262,90193,6921733
UC4tQYFdQZpnW4nQemZCLeEQ,0,1541628,230,3693
UCIyvqMfRMgs99h28S4UZBcA,0,4323,30,549
UChXdkwCBka69AAkG_YmMDMg,0,16297,125,43
UCWR3vKO4ZP__80CAxtr9F3g,0,46347,191,214
UCbVwJCxsVbmaP1PFmbGQDeQ,1137,789399996,2448,1831864
UC3j1ZakCN7RA-8oSWtFlU_g,0,29502924,39,42317
UCveB47lgzZJ1WOf4XYVJNBw,0,41931163,130,322837
UCi8e0iOVk1fEOogdfu4YgfA,635,8062851700,6627,10887370
UCzH3iADRIq1IJlIXjfNgTpA,13835,4888398173,7331,8990199
UCn4cG-yO85i1VnqTMCa3lwA,0,1117217,1,1936
UCJ_ws2NVb4WMov2edZ6HCiw,121,45073114,368,328167
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCmh7afBz-uWwOSSNTqUBAhg,119,102948596,5268,317742
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCOswY6CHejq9Om84IBz8Z8w,0,2380535,54,4998
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCYQ73sCV66jN7HiTXLZwj4Q,0,832200,320,19085
UCOswY6CHejq9Om84IBz8Z8w,0,2380535,54,4998
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCz90-zSPf7W0GUzTChtsD7Q,0,4678189,281,49619
UCXKJrYczY2_fJEZgFPGY0HQ,4,57704008,15296,46630
UCzm_VOreoJwvVOP1XvBgtdA,0,2214,80,94
UCM4nHRWzIYhwzEk1jMMCu9w,0,40086,221,444
UChRK64VjMUCVcSfM6_wmGHw,0,175461116,85,443447
UClm3zvzYNqeVwpzFGsDUOkg,2,90089329,40,177014
UCsZ8eHWcQSwLeeQxMF3PGzA,0,74464398,121,195356
UCi8e0iOVk1fEOogdfu4YgfA,635,8062851700,6627,10887374
UCG_gsC7JAnhcns2iVktsZGQ,0,2483245,14,15168
